URLLength,DomainLength,TLDEncoding,NoOfLettersInURL,NoOfDigitsInURL,NoOfSpecialCharsInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,NoOfReference,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfExternalFiles,HasDescription,HasSocialNet,HasCopyrightInfo,label
50,24,0.388,24,1,2,0,310,980,0,14,35,22,0,0,1,22,0,0,0,0
35,21,0.645,19,1,1,1,272,908,1,14,68,59,1,0,1,16,1,1,1,1
48,24,0.386,23,1,3,0,315,990,1,13,38,25,0,0,1,23,0,0,0,0
33,22,0.642,18,0,1,1,267,900,1,12,66,71,1,0,1,17,1,1,1,1
47,23,0.387,22,2,2,0,308,965,1,14,40,29,0,0,1,21,0,0,0,0
34,21,0.643,19,1,1,1,274,912,1,13,67,63,1,0,1,16,1,1,1,1
45,23,0.386,22,1,3,0,317,977,1,13,39,27,0,0,1,22,0,0,0,0
36,22,0.644,20,0,1,1,279,930,1,14,69,67,0,0,1,17,1,1,1,1
44,24,0.387,23,1,3,0,312,980,0,14,37,23,0,0,1,21,0,0,0,0
34,20,0.644,18,0,1,1,269,904,1,13,65,75,0,0,1,15,1,1,1,1
50,24,0.388,24,1,2,0,310,980,0,14,35,22,0,0,1,22,0,0,0,0
35,21,0.645,19,1,1,1,272,908,1,14,68,59,1,0,1,16,1,1,1,1
48,24,0.386,23,1,3,0,315,990,1,13,38,25,0,0,1,23,0,0,0,0
33,22,0.642,18,0,1,1,267,900,1,12,66,71,1,0,1,17,1,1,1,1
47,23,0.387,22,2,2,0,308,965,1,14,40,29,0,0,1,21,0,0,0,0
34,21,0.643,19,1,1,1,274,912,1,13,67,63,1,0,1,16,1,1,1,1
45,23,0.386,22,1,3,0,317,977,1,13,39,27,0,0,1,22,0,0,0,0
36,22,0.644,20,0,1,1,279,930,1,14,69,67,0,0,1,17,1,1,1,1
44,24,0.387,23,1,3,0,312,980,0,14,37,23,0,0,1,21,0,0,0,0
35,21,0.645,19,1,1,1,272,908,1,14,68,59,1,0,1,16,1,1,1,1
48,24,0.386,23,1,3,0,315,990,1,13,38,25,0,0,1,23,0,0,0,0
33,22,0.642,18,0,1,1,267,900,1,12,66,71,1,0,1,17,1,1,1,1
47,23,0.387,22,2,2,0,308,965,1,14,40,29,0,0,1,21,0,0,0,0
36,22,0.644,20,0,1,1,279,930,1,14,69,67,0,0,1,17,1,1,1,1
44,24,0.387,23,1,3,0,312,980,0,14,37,23,0,0,1,21,0,0,0,0
35,21,0.645,19,1,1,1,272,908,1,14,68,59,1,0,1,16,1,1,1,1
48,24,0.386,23,1,3,0,315,990,1,13,38,25,0,0,1,23,0,0,0,0
33,22,0.642,18,0,1,1,267,900,1,12,66,71,1,0,1,17,1,1,1,1
47,23,0.387,22,2,2,0,308,965,1,14,40,29,0,0,1,21,0,0,0,0
34,21,0.643,19,1,1,1,274,912,1,13,67,63,1,0,1,16,1,1,1,1
45,23,0.386,22,1,3,0,317,977,1,13,39,27,0,0,1,22,0,0,0,0
36,22,0.644,20,0,1,1,279,930,1,14,69,67,0,0,1,17,1,1,1,1
44,24,0.387,23,1,3,0,312,980,0,14,37,23,0,0,1,21,0,0,0,0
35,21,0.645,19,1,1,1,272,908,1,14,68,59,1,0,1,16,1,1,1,1
48,24,0.386,23,1,3,0,315,990,1,13,38,25,0,0,1,23,0,0,0,0
33,22,0.642,18,0,1,1,267,900,1,12,66,71,1,0,1,17,1,1,1,1
47,23,0.387,22,2,2,0,308,965,1,14,40,29,0,0,1,21,0,0,0,0
34,21,0.643,19,1,1,1,274,912,1,13,67,63,1,0,1,16,1,1,1,1
45,23,0.386,22,1,3,0,317,977,1,13,39,27,0,0,1,22,0,0,0,0
36,22,0.644,20,0,1,1,279,930,1,14,69,67,0,0,1,17,1,1,1,1
44,24,0.387,23,1,3,0,312,980,0,14,37,23,0,0,1,21,0,0,0,0
35,21,0.645,19,1,1,1,272,908,1,14,68,59,1,0,1,16,1,1,1,1
48,24,0.386,23,1,3,0,315,990,1,13,38,25,0,0,1,23,0,0,0,0
33,22,0.642,18,0,1,1,267,900,1,12,66,71,1,0,1,17,1,1,1,1
47,23,0.387,22,2,2,0,308,965,1,14,40,29,0,0,1,21,0,0,0,0
34,21,0.643,19,1,1,1,274,912,1,13,67,63,1,0,1,16,1,1,1,1
45,23,0.386,22,1,3,0,317,977,1,13,39,27,0,0,1,22,0,0,0,0
36,22,0.644,20,0,1,1,279,930,1,14,69,67,0,0,1,17,1,1,1,1
44,24,0.387,23,1,3,0,312,980,0,14,37,23,0,0,1,21,0,0,0,0
31,21,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
51,23,0.376,21,1,2,0,327,980,0,9,45,27,0,0,1,25,0,0,0,0
33,23,0.655,19,0,1,1,313,915,0,11,70,69,1,0,1,15,1,1,1,1
45,25,0.360,23,1,2,0,335,990,1,11,49,33,0,0,1,22,0,0,0,0
32,21,0.652,18,0,1,1,299,900,1,13,82,65,1,0,1,16,1,1,1,1
50,23,0.374,22,1,2,0,321,945,0,10,46,30,0,0,1,24,0,0,0,0
31,22,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
47,24,0.368,21,2,3,0,342,970,1,12,42,29,0,0,1,23,0,0,0,0
34,21,0.654,18,0,1,1,312,915,1,13,78,65,1,0,1,15,1,1,1,1
44,23,0.370,22,1,2,0,330,965,0,10,44,27,0,0,1,22,0,0,0,0
32,21,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
51,23,0.376,21,1,2,0,327,980,0,9,45,27,0,0,1,25,0,0,0,0
33,23,0.655,19,0,1,1,313,915,0,11,70,69,1,0,1,15,1,1,1,1
45,25,0.360,23,1,2,0,335,990,1,11,49,33,0,0,1,22,0,0,0,0
32,21,0.652,18,0,1,1,299,900,1,13,82,65,1,0,1,16,1,1,1,1
50,23,0.374,22,1,2,0,321,945,0,10,46,30,0,0,1,24,0,0,0,0
31,22,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
47,24,0.368,21,2,3,0,342,970,1,12,42,29,0,0,1,23,0,0,0,0
34,21,0.654,18,0,1,1,312,915,1,13,78,65,1,0,1,15,1,1,1,1
44,23,0.370,22,1,2,0,330,965,0,10,44,27,0,0,1,22,0,0,0,0
32,21,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
51,23,0.376,21,1,2,0,327,980,0,9,45,27,0,0,1,25,0,0,0,0
33,23,0.655,19,0,1,1,313,915,0,11,70,69,1,0,1,15,1,1,1,1
45,25,0.360,23,1,2,0,335,990,1,11,49,33,0,0,1,22,0,0,0,0
32,21,0.652,18,0,1,1,299,900,1,13,82,65,1,0,1,16,1,1,1,1
50,23,0.374,22,1,2,0,321,945,0,10,46,30,0,0,1,24,0,0,0,0
31,22,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
47,24,0.368,21,2,3,0,342,970,1,12,42,29,0,0,1,23,0,0,0,0
34,21,0.654,18,0,1,1,312,915,1,13,78,65,1,0,1,15,1,1,1,1
44,23,0.370,22,1,2,0,330,965,0,10,44,27,0,0,1,22,0,0,0,0
32,21,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
51,23,0.376,21,1,2,0,327,980,0,9,45,27,0,0,1,25,0,0,0,0
33,23,0.655,19,0,1,1,313,915,0,11,70,69,1,0,1,15,1,1,1,1
45,25,0.360,23,1,2,0,335,990,1,11,49,33,0,0,1,22,0,0,0,0
32,21,0.652,18,0,1,1,299,900,1,13,82,65,1,0,1,16,1,1,1,1
50,23,0.374,22,1,2,0,321,945,0,10,46,30,0,0,1,24,0,0,0,0
31,22,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
47,24,0.368,21,2,3,0,342,970,1,12,42,29,0,0,1,23,0,0,0,0
34,21,0.654,18,0,1,1,312,915,1,13,78,65,1,0,1,15,1,1,1,1
44,23,0.370,22,1,2,0,330,965,0,10,44,27,0,0,1,22,0,0,0,0
32,21,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
51,23,0.376,21,1,2,0,327,980,0,9,45,27,0,0,1,25,0,0,0,0
33,23,0.655,19,0,1,1,313,915,0,11,70,69,1,0,1,15,1,1,1,1
45,25,0.360,23,1,2,0,335,990,1,11,49,33,0,0,1,22,0,0,0,0
32,21,0.652,18,0,1,1,299,900,1,13,82,65,1,0,1,16,1,1,1,1
50,23,0.374,22,1,2,0,321,945,0,10,46,30,0,0,1,24,0,0,0,0
31,22,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
47,24,0.368,21,2,3,0,342,970,1,12,42,29,0,0,1,23,0,0,0,0
34,21,0.654,18,0,1,1,312,915,1,13,78,65,1,0,1,15,1,1,1,1
44,23,0.370,22,1,2,0,330,965,0,10,44,27,0,0,1,22,0,0,0,0
32,21,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
51,23,0.376,21,1,2,0,327,980,0,9,45,27,0,0,1,25,0,0,0,0
33,23,0.655,19,0,1,1,313,915,0,11,70,69,1,0,1,15,1,1,1,1
45,25,0.360,23,1,2,0,335,990,1,11,49,33,0,0,1,22,0,0,0,0
32,21,0.652,18,0,1,1,299,900,1,13,82,65,1,0,1,16,1,1,1,1
50,23,0.374,22,1,2,0,321,945,0,10,46,30,0,0,1,24,0,0,0,0
31,22,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
47,24,0.368,21,2,3,0,342,970,1,12,42,29,0,0,1,23,0,0,0,0
34,21,0.654,18,0,1,1,312,915,1,13,78,65,1,0,1,15,1,1,1,1
44,23,0.370,22,1,2,0,330,965,0,10,44,27,0,0,1,22,0,0,0,0
32,21,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
51,23,0.376,21,1,2,0,327,980,0,9,45,27,0,0,1,25,0,0,0,0
33,23,0.655,19,0,1,1,313,915,0,11,70,69,1,0,1,15,1,1,1,1
45,25,0.360,23,1,2,0,335,990,1,11,49,33,0,0,1,22,0,0,0,0
32,21,0.652,18,0,1,1,299,900,1,13,82,65,1,0,1,16,1,1,1,1
50,23,0.374,22,1,2,0,321,945,0,10,46,30,0,0,1,24,0,0,0,0
31,22,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
47,24,0.368,21,2,3,0,342,970,1,12,42,29,0,0,1,23,0,0,0,0
34,21,0.654,18,0,1,1,312,915,1,13,78,65,1,0,1,15,1,1,1,1
44,23,0.370,22,1,2,0,330,965,0,10,44,27,0,0,1,22,0,0,0,0
51,23,0.376,21,1,2,0,327,980,0,9,45,27,0,0,1,25,0,0,0,0
33,23,0.655,19,0,1,1,313,915,0,11,70,69,1,0,1,15,1,1,1,1
45,25,0.360,23,1,2,0,335,990,1,11,49,33,0,0,1,22,0,0,0,0
32,21,0.652,18,0,1,1,299,900,1,13,82,65,1,0,1,16,1,1,1,1
50,23,0.374,22,1,2,0,321,945,0,10,46,30,0,0,1,24,0,0,0,0
47,24,0.368,21,2,3,0,342,970,1,12,42,29,0,0,1,23,0,0,0,0
36,24,0.665,17,0,1,1,298,920,1,15,74,74,0,0,1,15,1,1,1,1
50,27,0.360,23,1,2,0,356,990,1,14,40,37,0,0,1,26,0,0,0,0
37,23,0.667,18,1,1,1,300,915,1,14,71,62,1,0,1,16,1,1,1,1
48,25,0.362,22,1,2,0,332,975,0,13,42,34,0,0,1,24,0,0,0,0
36,24,0.665,17,0,1,1,298,920,1,15,74,74,0,0,1,15,1,1,1,1
50,27,0.360,23,1,2,0,356,990,1,14,40,37,0,0,1,26,0,0,0,0
37,23,0.667,18,1,1,1,300,915,1,14,71,62,1,0,1,16,1,1,1,1
48,25,0.362,22,1,2,0,332,975,0,13,42,34,0,0,1,24,0,0,0,0
36,24,0.665,17,0,1,1,298,920,1,15,74,74,0,0,1,15,1,1,1,1
50,27,0.360,23,1,2,0,356,990,1,14,40,37,0,0,1,26,0,0,0,0
37,23,0.667,18,1,1,1,300,915,1,14,71,62,1,0,1,16,1,1,1,1
48,25,0.362,22,1,2,0,332,975,0,13,42,34,0,0,1,24,0,0,0,0
36,24,0.665,17,0,1,1,298,920,1,15,74,74,0,0,1,15,1,1,1,1
50,27,0.360,23,1,2,0,356,990,1,14,40,37,0,0,1,26,0,0,0,0
37,23,0.667,18,1,1,1,300,915,1,14,71,62,1,0,1,16,1,1,1,1
48,25,0.362,22,1,2,0,332,975,0,13,42,34,0,0,1,24,0,0,0,0
36,24,0.665,17,0,1,1,298,920,1,15,74,74,0,0,1,15,1,1,1,1
50,27,0.360,23,1,2,0,356,990,1,14,40,37,0,0,1,26,0,0,0,0
37,23,0.667,18,1,1,1,300,915,1,14,71,62,1,0,1,16,1,1,1,1
48,25,0.362,22,1,2,0,332,975,0,13,42,34,0,0,1,24,0,0,0,0
36,24,0.665,17,0,1,1,298,920,1,15,74,74,0,0,1,15,1,1,1,1
50,27,0.360,23,1,2,0,356,990,1,14,40,37,0,0,1,26,0,0,0,0
37,23,0.667,18,1,1,1,300,915,1,14,71,62,1,0,1,16,1,1,1,1
48,25,0.362,22,1,2,0,332,975,0,13,42,34,0,0,1,24,0,0,0,0
36,24,0.665,17,0,1,1,298,920,1,15,74,74,0,0,1,15,1,1,1,1
50,27,0.360,23,1,2,0,356,990,1,14,40,37,0,0,1,26,0,0,0,0
37,23,0.667,18,1,1,1,300,915,1,14,71,62,1,0,1,16,1,1,1,1
48,25,0.362,22,1,2,0,332,975,0,13,42,34,0,0,1,24,0,0,0,0
36,24,0.665,17,0,1,1,298,920,1,15,74,74,0,0,1,15,1,1,1,1
50,27,0.360,23,1,2,0,356,990,1,14,40,37,0,0,1,26,0,0,0,0
37,23,0.667,18,1,1,1,300,915,1,14,71,62,1,0,1,16,1,1,1,1
48,25,0.362,22,1,2,0,332,975,0,13,42,34,0,0,1,24,0,0,0,0
51,23,0.376,21,1,2,0,327,980,0,9,45,27,0,0,1,25,0,0,0,0
33,23,0.655,19,0,1,1,313,915,0,11,70,69,1,0,1,15,1,1,1,1
45,25,0.360,23,1,2,0,335,990,1,11,49,33,0,0,1,22,0,0,0,0
32,21,0.652,18,0,1,1,299,900,1,13,82,65,1,0,1,16,1,1,1,1
50,23,0.374,22,1,2,0,321,945,0,10,46,30,0,0,1,24,0,0,0,0
31,22,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
47,24,0.368,21,2,3,0,342,970,1,12,42,29,0,0,1,23,0,0,0,0
34,21,0.654,18,0,1,1,312,915,1,13,78,65,1,0,1,15,1,1,1,1
44,23,0.370,22,1,2,0,330,965,0,10,44,27,0,0,1,22,0,0,0,0
32,21,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
51,23,0.376,21,1,2,0,327,980,0,9,45,27,0,0,1,25,0,0,0,0
33,23,0.655,19,0,1,1,313,915,0,11,70,69,1,0,1,15,1,1,1,1
45,25,0.360,23,1,2,0,335,990,1,11,49,33,0,0,1,22,0,0,0,0
32,21,0.652,18,0,1,1,299,900,1,13,82,65,1,0,1,16,1,1,1,1
50,23,0.374,22,1,2,0,321,945,0,10,46,30,0,0,1,24,0,0,0,0
31,22,0.653,17,0,1,1,305,905,1,14,85,61,0,0,1,17,1,1,1,1
47,24,0.368,21,2,3,0,342,970,1,12,42,29,0,0,1,23,0,0,0,0
29,21,0.53,16,1,2,0,205,889,1,10,3,5,0,0,0,13,0,0,0,1
30,22,0.56,17,2,3,1,210,909,1,11,6,10,0,0,1,14,0,0,0,1
31,23,0.59,18,3,4,1,215,929,1,12,9,15,1,0,0,15,0,0,0,1
32,24,0.62,19,4,1,1,220,949,1,13,12,20,0,1,1,16,0,0,0,1
33,25,0.65,20,0,2,0,225,969,1,14,15,25,0,0,0,17,0,1,0,1
34,26,0.68,21,1,3,1,230,989,1,15,18,30,0,0,1,18,0,0,0,1
35,27,0.71,22,2,4,1,235,1009,0,16,21,35,1,0,0,19,0,0,0,1
36,28,0.74,23,3,1,1,240,1029,1,17,24,40,0,1,1,20,1,0,0,1
37,29,0.77,24,4,2,1,245,1049,1,18,27,45,0,0,0,21,0,0,0,1
38,30,0.80,25,0,3,1,250,1069,1,19,30,50,0,0,1,22,0,1,0,1
87,27,0.81,21,2,4,1,435,1639,1,16,61,35,0,1,1,24,1,0,0,1
88,28,0.84,22,3,1,1,440,1659,1,17,64,40,0,0,1,25,0,0,0,1
89,29,0.87,23,4,2,1,445,1679,0,18,67,45,1,0,0,26,0,1,0,1
90,30,0.90,24,0,3,1,450,1699,1,19,70,50,0,1,1,27,0,0,0,1
91,31,0.93,25,1,4,0,455,1719,1,10,73,55,0,0,0,28,1,0,0,1
92,32,0.56,16,2,1,1,460,1739,1,11,76,60,0,0,1,29,0,1,0,1
93,33,0.59,17,3,2,1,465,1759,1,12,79,65,1,0,0,30,0,0,0,1
94,34,0.62,18,4,3,1,470,1779,1,13,82,70,0,1,1,31,0,0,0,1
95,35,0.65,19,0,4,0,475,1799,1,14,85,75,0,0,0,32,0,1,0,1
96,36,0.68,20,1,1,1,480,1819,1,15,88,80,0,0,1,33,0,0,0,1
97,37,0.71,21,2,2,1,485,1839,1,16,91,85,1,0,0,34,1,0,0,1
98,38,0.74,22,3,3,1,490,1859,1,17,94,90,0,1,1,35,0,0,0,1
99,39,0.77,23,4,4,1,495,1879,1,18,97,95,0,0,0,36,0,1,0,1
100,40,0.80,24,0,1,1,500,1899,1,19,0,0,0,1,1,37,0,0,0,0
31,31,0.53,16,1,2,0,705,2889,1,10,5,7,0,0,0,23,0,0,0,1
30,32,0.56,17,2,3,1,710,2909,1,11,6,10,1,0,1,25,1,0,0,1
32,33,0.59,18,3,4,1,715,2929,1,12,11,16,0,0,0,25,0,0,0,1
34,35,0.62,19,4,1,1,720,2949,1,13,12,22,0,1,1,26,0,0,1,1
33,20,0.65,20,0,2,0,725,2969,0,14,17,25,1,0,0,27,0,1,0,1
35,21,0.68,21,1,3,1,730,2989,1,15,18,31,0,0,1,28,0,0,0,1
37,22,0.71,22,2,4,1,735,3009,1,16,23,37,0,0,0,30,0,0,0,1
36,24,0.74,23,3,1,1,740,3029,1,17,24,40,1,1,1,30,1,0,0,1
38,24,0.77,24,4,2,0,745,3049,1,18,29,46,0,0,0,31,0,0,0,1
40,25,0.51,15,0,3,1,750,3069,1,19,30,52,0,0,1,32,0,1,0,1
39,26,0.53,16,1,4,1,755,3089,1,20,35,55,1,0,0,33,0,0,0,1
41,27,0.56,17,2,1,1,760,3109,1,21,38,60,0,1,1,34,0,0,0,1
42,28,0.59,18,3,2,1,765,3129,1,22,41,65,0,0,0,35,0,1,0,1
43,29,0.62,19,4,3,1,770,3149,1,23,44,70,1,0,1,36,1,0,0,1
44,30,0.65,20,0,4,0,775,3169,1,24,47,75,0,1,0,37,0,1,0,1
45,31,0.68,21,1,1,1,780,3189,1,25,50,80,1,0,1,38,0,0,0,1
46,32,0.71,22,2,2,1,785,3209,1,26,53,85,0,0,0,39,0,0,0,1
47,33,0.74,23,3,3,1,790,3229,1,27,56,90,0,1,1,40,1,0,0,1
48,34,0.77,24,4,4,0,795,3249,1,28,59,95,0,0,0,41,0,1,0,1
49,35,0.80,25,0,1,1,800,3269,1,29,62,0,1,0,1,42,0,0,0,1
50,36,0.53,26,1,2,1,805,3289,1,30,65,5,0,1,1,43,0,0,0,1
51,37,0.56,27,2,3,1,810,3309,1,31,68,10,1,0,0,44,1,0,0,1
52,38,0.59,28,3,4,1,815,3329,1,32,71,15,0,1,1,45,0,1,0,1
53,39,0.62,29,4,1,1,820,3349,1,33,74,20,0,0,0,46,0,0,1,1
54,40,0.65,30,0,2,0,825,3369,1,34,77,25,1,0,0,47,0,1,0,1
55,41,0.68,31,1,3,1,830,3389,1,35,80,30,0,1,1,48,1,0,0,1
56,42,0.71,32,2,4,1,835,3409,1,36,83,35,0,0,0,49,0,0,0,1
57,43,0.74,33,3,1,1,840,3429,1,37,86,40,1,0,1,50,0,1,0,1
58,44,0.77,34,4,2,0,845,3449,1,38,89,45,0,1,0,51,0,0,0,1
59,45,0.80,35,0,3,1,850,3469,1,39,92,50,0,0,1,52,0,0,1,1
60,46,0.53,36,1,4,1,855,3489,1,40,95,55,1,0,0,53,1,0,0,1
61,47,0.56,37,2,1,1,860,3509,1,41,98,60,0,1,1,54,0,1,0,1
62,48,0.59,38,3,2,1,865,3529,1,42,100,66,0,0,0,55,0,0,0,1
64,34,0.62,19,4,3,1,870,3549,1,23,2,72,0,0,1,26,0,0,0,1
65,35,0.65,20,0,4,0,875,3569,1,24,5,75,1,0,0,27,0,1,0,1
66,36,0.68,21,1,1,1,880,3589,1,25,8,80,0,1,1,28,0,0,0,1
67,37,0.71,22,2,2,1,885,3609,1,26,11,85,0,0,0,29,1,0,0,1
68,38,0.74,23,3,3,1,890,3629,1,27,14,90,1,0,1,30,0,1,0,1
69,39,0.77,24,4,4,0,895,3649,1,28,17,95,0,1,0,31,0,0,0,1
70,26,0.50,15,0,1,1,900,3669,0,9,20,2,0,1,1,32,0,1,0,1
71,27,0.53,16,1,2,1,905,3689,1,10,23,7,1,0,0,33,0,0,0,1
72,28,0.56,17,2,3,1,910,3709,1,11,26,12,0,1,1,34,0,1,0,1
73,29,0.59,18,3,4,1,915,3729,1,12,29,17,0,0,0,35,1,0,0,1
74,30,0.62,19,4,1,1,920,3749,1,13,32,22,1,0,1,36,0,0,1,1
75,31,0.65,20,0,2,0,925,3769,1,14,35,27,0,1,0,37,0,1,0,1
76,32,0.68,21,1,3,1,930,3789,1,15,38,32,1,0,1,38,1,0,0,1
77,33,0.71,22,2,4,1,935,3809,1,16,41,37,0,1,0,39,0,0,0,1
78,34,0.74,23,3,1,1,940,3829,1,17,44,42,1,0,1,40,0,1,0,1
79,35,0.77,24,4,2,0,945,3849,1,18,47,47,0,1,0,41,0,0,0,1
80,36,0.80,25,0,3,1,950,3869,1,19,50,52,0,0,1,42,0,1,0,1
30,21,0.53,16,1,4,1,955,3889,1,20,55,56,0,0,0,13,0,0,0,0
31,22,0.56,17,2,1,1,960,3909,1,21,58,61,1,0,1,14,1,0,0,0
32,23,0.59,18,3,2,1,965,3929,1,22,61,66,0,1,0,15,0,1,0,0
33,24,0.62,19,4,3,1,970,3949,1,23,64,71,0,0,1,16,0,0,1,0
34,25,0.65,20,0,4,0,975,3969,1,24,67,76,1,0,0,17,0,1,0,0
35,26,0.68,21,1,1,1,980,3989,1,25,70,81,0,1,1,18,1,0,0,0
36,27,0.71,22,2,2,1,985,4009,1,26,73,86,0,0,0,19,0,0,0,0
37,28,0.74,23,3,3,1,990,4029,1,27,76,91,1,0,1,20,0,1,0,0
38,29,0.77,24,4,4,0,995,4049,1,28,79,96,0,1,0,21,0,0,0,0
39,30,0.80,25,0,1,1,1000,4069,1,29,80,1,0,0,1,22,0,1,0,0
40,31,0.53,26,1,2,1,1005,4089,1,30,83,6,1,0,0,23,0,0,0,0
41,32,0.56,27,2,3,1,1010,4109,1,31,86,11,0,1,1,24,0,1,0,0
42,33,0.59,28,3,4,1,1015,4129,1,32,89,16,0,0,0,25,1,0,0,0
43,34,0.62,29,4,1,1,1020,4149,1,33,92,21,1,0,1,26,0,0,1,0
44,35,0.65,30,0,2,0,1025,4169,1,34,95,26,0,1,0,27,0,1,0,0
45,36,0.68,31,1,3,1,1030,4189,1,35,98,31,1,0,1,28,1,0,0,0
46,37,0.71,32,2,4,1,1035,4209,1,36,3,37,0,1,0,29,0,0,0,0
47,38,0.74,33,3,1,1,1040,4229,1,37,6,42,1,0,1,30,0,1,0,0
48,39,0.77,34,4,2,0,1045,4249,1,38,9,47,0,1,0,31,0,0,0,0
49,40,0.80,35,0,3,1,1050,4269,1,39,12,52,0,0,1,32,0,1,0,0
50,41,0.53,36,1,4,1,1055,4289,1,40,15,57,1,0,0,33,1,0,0,0
51,42,0.56,37,2,1,1,1060,4309,1,41,18,62,0,1,1,34,0,1,0,0
52,43,0.59,38,3,2,1,1065,4329,1,42,21,67,0,0,0,35,0,0,0,0
53,44,0.62,39,4,3,1,1070,4349,1,43,24,72,1,0,1,36,0,1,0,0
54,45,0.65,40,0,4,0,1075,4369,1,44,27,77,0,1,0,37,0,0,1,0
55,46,0.68,41,1,1,1,1080,4389,1,45,30,82,1,0,1,38,0,1,0,0
56,47,0.71,42,2,2,1,1085,4409,1,46,33,87,0,1,0,39,1,0,0,0
57,48,0.74,43,3,3,1,1090,4429,1,47,36,92,0,0,1,40,0,0,0,0
58,49,0.77,44,4,4,0,1095,4449,1,48,39,97,1,0,0,41,0,1,0,0
59,50,0.80,45,0,1,1,1100,4469,1,49,42,2,0,1,1,42,0,0,1,0
60,51,0.53,46,1,2,1,1105,4489,1,50,45,57,1,0,0,43,0,1,0,0
61,52,0.56,47,2,3,1,1110,4509,1,51,48,12,0,1,1,44,0,0,0,0
62,53,0.59,48,3,4,1,1115,4529,1,52,51,17,0,0,0,45,1,0,0,0
63,54,0.62,49,4,1,1,1120,4549,1,53,54,22,1,0,1,46,0,1,0,0
64,55,0.65,50,0,2,0,1125,4569,1,54,57,27,0,1,0,47,0,0,1,0
65,56,0.68,51,1,3,1,1130,4589,1,55,60,32,1,0,1,48,0,1,0,0
66,57,0.71,52,2,4,1,1135,4609,1,56,63,37,0,1,0,49,1,0,0,0
67,58,0.74,53,3,1,1,1140,4629,1,57,66,42,0,0,1,50,0,0,0,0
68,59,0.77,54,4,2,0,1145,4649,1,58,69,47,1,0,0,51,0,1,0,0
69,60,0.80,55,0,3,1,1150,4669,1,59,72,52,0,1,1,52,0,0,1,0
70,61,0.53,56,1,4,1,1155,4689,1,60,75,57,1,0,0,53,0,1,0,0
71,62,0.56,57,2,1,1,1160,4709,1,61,78,62,0,1,1,54,0,0,0,0
72,63,0.59,58,3,2,1,1165,4729,1,62,81,67,0,0,0,55,1,0,0,0
73,64,0.62,59,4,3,1,1170,4749,1,63,84,72,1,0,1,56,0,1,0,0
74,65,0.65,60,0,4,0,1175,4769,1,64,87,77,0,1,0,57,0,0,1,0
75,66,0.68,61,1,1,1,1180,4789,1,65,90,82,1,0,1,58,0,1,0,0
76,67,0.71,62,2,2,1,1185,4809,1,66,93,87,0,1,0,59,1,0,0,0
77,68,0.74,63,3,3,1,1190,4829,1,67,96,92,0,0,1,60,0,0,0,0
78,69,0.77,64,4,4,0,1195,4849,1,68,99,97,1,0,0,61,0,1,0,0
79,70,0.80,65,0,1,1,1200,4869,1,69,2,2,0,1,1,62,0,0,1,0
30,27,0.53,16,1,2,1,1205,4889,1,10,5,5,0,0,0,33,0,0,0,1
32,27,0.56,17,2,3,0,1210,4909,1,11,7,11,1,0,1,34,1,0,0,1
34,28,0.60,18,3,4,1,1215,4929,0,12,11,17,0,1,0,35,0,0,0,1
36,29,0.62,19,4,1,1,1220,4949,1,13,13,23,1,0,1,36,0,0,0,1
35,25,0.65,20,0,2,1,1225,4969,1,14,16,28,0,0,0,37,1,0,0,1
37,26,0.68,21,1,3,0,1230,4989,1,15,18,32,1,1,1,38,0,1,0,1
39,27,0.71,22,2,4,1,1235,5009,1,16,20,37,0,0,0,39,0,0,0,1
38,29,0.74,23,3,1,1,1240,5029,1,17,23,40,1,1,1,39,0,1,0,1
40,29,0.77,24,4,2,1,1245,5049,1,18,25,44,0,0,0,40,0,0,0,1
42,30,0.80,25,0,3,0,1250,5069,1,19,27,49,0,0,1,41,1,0,0,1
31,27,0.53,16,1,2,1,1255,5089,1,10,30,50,1,0,0,12,0,1,0,1
32,28,0.56,17,2,3,1,1260,5109,1,11,33,55,0,1,1,13,0,0,0,1
