"URLLength","DomainLength","TLDEncoding","NoOfLettersInURL","NoOfDegitsInURL","NoOfSpecialCharsInURL","IsHTTPS","LineOfCode","LargestLineLength","HasTitle","NoOfReference","DomainTitleMatchScore","URLTitleMatchScore","HasFavicon","Robots","IsResponsive","NoOfExternalFiles","HasDescription","HasSocialNet","HasCopyrightInfo","label"
22,10,0.545212198763062,13,0,2,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
26,19,0.545212198763062,13,0,1,1,181,3080,1,59,100,100,0,0,1,11,1,1,1,1
26,19,0.545212198763062,13,0,1,1,3523,3970,1,108,100,100,1,0,1,122,1,1,1,1
23,16,0.545212198763062,10,0,1,1,296,3073,1,20,100,100,0,0,1,27,1,1,1,1
20,13,0.545212198763062,7,0,1,1,2082,58907,1,625,100,100,1,1,1,53,1,1,1,1
30,23,0.545212198763062,18,0,1,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0
26,18,0.545212198763062,15,0,3,1,13,73,1,1,0,0,0,0,0,0,0,0,0,0
22,16,0.545212198763062,10,0,1,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0
30,18,0.545212198763062,16,1,6,0,2,829,0,2,0,0,0,0,0,1,0,0,0,0
26,19,0.545212198763062,13,0,1,1,3512,626,1,97,100,100,0,0,0,72,0,0,1,1
30,23,0.545212198763062,17,0,1,1,1442,2223,1,253,100,100,0,1,1,80,1,1,1,1
42,35,0.545212198763062,29,0,1,1,2148,9381,1,144,100,100,0,1,1,54,1,1,1,1
26,20,0.545212198763062,14,0,1,0,24,80,0,0,0,0,0,0,0,4,0,0,0,0
32,25,0.545212198763062,19,0,1,1,888,1603,1,106,100,100,1,0,1,66,1,1,1,1
28,21,0.545212198763062,15,0,1,1,376,382,1,20,100,100,1,0,1,37,1,0,0,1
21,14,0.545212198763062,8,0,1,1,1345,1441,1,60,100,100,0,0,1,70,1,1,1,1
26,18,0.545212198763062,17,0,1,1,2,34,0,0,0,0,0,0,0,0,0,0,0,0
93,19,0.545212198763062,72,8,5,1,447,21293,1,2,0,100,0,1,0,3,0,0,0,0
28,21,0.545212198763062,15,0,1,1,565,9381,1,120,100,100,0,1,1,63,0,1,1,1
25,19,0.545212198763062,13,0,1,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0
58,25,0.545212198763062,39,0,7,1,9,67,1,0,0,0,0,0,0,0,0,0,0,0
19,13,0.545212198763062,7,0,1,0,11,85,1,0,100,100,0,0,0,0,0,0,0,0
20,13,0.545212198763062,7,0,1,1,511,202,1,59,100,100,1,0,1,26,1,0,1,1
22,15,0.545212198763062,9,0,1,1,922,9381,1,172,100,100,1,1,1,33,1,1,1,1
29,22,0.545212198763062,17,0,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
32,25,0.545212198763062,19,0,1,1,1278,1162,1,92,100,100,1,0,1,53,1,1,0,1
28,21,0.545212198763062,15,0,1,1,326,471,1,15,100,100,1,0,0,26,1,1,1,1
21,14,0.545212198763062,8,0,1,1,506,243,1,22,100,100,0,1,1,29,1,1,0,1
32,25,0.545212198763062,19,0,1,1,3241,3116,1,130,100,100,1,0,1,95,1,1,1,1
28,21,0.545212198763062,15,0,1,1,215,1289,1,10,100,100,1,0,0,35,1,1,1,1
25,17,0.545212198763062,13,2,2,1,11,67,1,1,0,0,0,0,0,0,0,0,0,0
71,23,0.545212198763062,54,6,3,1,13,115,1,2,0,100,0,0,0,0,0,0,0,0
27,20,0.545212198763062,14,0,1,1,726,1512,1,25,100,100,1,0,1,40,0,1,1,1
51,42,0.545212198763062,32,5,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
20,14,0.545212198763062,8,0,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
23,17,0.545212198763062,11,0,1,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0
49,23,0.545212198763062,31,3,4,0,9,100,1,2,0,100,0,0,0,0,0,0,0,0
33,25,0.545212198763062,16,6,3,1,173,18518,1,5,0,0,1,0,1,31,0,0,0,0
27,20,0.545212198763062,14,0,1,1,2955,2677,1,199,100,100,1,1,1,66,1,1,1,1
86,16,0.545212198763062,39,32,7,1,4,100000,0,0,0,1.408450704,0,0,0,0,0,0,0,0
59,25,0.545212198763062,40,0,7,1,159,100000,1,0,0,0,1,0,0,18,0,0,0,0
35,22,0.545212198763062,24,0,4,0,9,50,1,0,0,100,0,0,0,0,0,0,0,0
53,23,0.545212198763062,39,0,6,1,120,2428,1,5,0,0,0,0,1,5,0,0,0,0
25,17,0.545212198763062,15,0,3,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0
29,22,0.545212198763062,16,0,1,1,1296,14366,1,71,100,100,1,0,1,32,1,1,1,1
36,16,0.545212198763062,22,0,3,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0
40,32,0.545212198763062,16,12,4,1,178,18697,1,5,0,0,1,0,1,31,1,0,0,0
71,23,0.545212198763062,50,9,4,1,13,115,1,2,0,100,0,0,0,0,0,0,0,0
29,22,0.545212198763062,16,0,1,1,319,2509,1,16,100,100,0,0,1,20,1,1,1,1
31,24,0.545212198763062,18,0,1,1,937,2810,1,140,100,100,0,1,0,78,1,1,1,1
28,21,0.545212198763062,15,0,1,1,1993,14506,1,62,100,100,1,0,1,41,1,1,1,1
31,24,0.545212198763062,18,0,1,1,1496,2682,1,129,100,100,1,1,1,72,1,1,1,1
72,57,0.545212198763062,39,18,8,0,235,7867,1,4,0,0,0,0,1,8,1,0,0,0
35,28,0.545212198763062,22,0,1,1,1068,1378,1,335,100,100,1,1,1,86,1,1,1,1
25,18,0.545212198763062,12,0,1,1,811,9381,1,97,100,100,1,1,1,67,0,1,1,1
26,19,0.545212198763062,13,0,1,1,675,1812,1,75,100,100,1,0,1,16,0,1,1,1
29,17,0.545212198763062,19,0,2,1,15,155,1,0,0,100,0,0,1,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,355,2824,1,50,100,100,1,0,0,20,0,0,1,1
30,23,0.545212198763062,17,0,1,1,2500,782,1,556,100,100,0,0,1,34,1,1,0,1
20,14,0.545212198763062,8,0,1,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0
27,20,0.545212198763062,14,0,1,1,5543,12298,1,384,100,100,1,1,0,129,1,1,1,1
43,35,0.545212198763062,32,0,3,1,2,100000,0,1,0,0,0,0,0,2,0,0,0,0
210,10,0.545212198763062,165,19,18,1,375,870,1,1,0,0,1,0,1,4,0,0,1,0
25,18,0.545212198763062,12,0,1,1,967,1826,1,704,100,100,0,0,1,8,1,1,0,1
25,18,0.545212198763062,12,0,1,1,642,268,1,112,100,100,1,1,1,26,1,1,1,1
22,16,0.545212198763062,10,0,1,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
112,28,0.545212198763062,90,5,10,0,2,122,0,0,0,0,0,0,0,0,0,0,0,0
23,16,0.545212198763062,10,0,1,1,7576,36679,1,299,100,100,0,0,0,683,1,1,1,1
29,22,0.545212198763062,16,0,1,1,370,1194,1,8,100,100,1,0,0,11,1,0,1,1
21,15,0.545212198763062,9,0,1,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0
27,20,0.545212198763062,14,0,1,1,900,3144,1,325,100,100,1,1,1,111,1,1,1,1
29,19,0.545212198763062,12,7,3,0,9,94,1,2,0,0,0,0,0,0,0,0,0,0
30,24,0.545212198763062,18,0,1,0,42,100000,1,6,100,100,1,0,1,3,0,0,1,0
28,21,0.545212198763062,15,0,1,1,1018,9381,1,227,100,100,0,1,1,74,0,1,1,1
29,22,0.545212198763062,16,0,1,1,4253,14183,1,160,100,100,1,0,1,47,1,1,0,1
42,25,0.545212198763062,29,2,3,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0
31,22,0.545212198763062,18,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
110,15,0.545212198763062,86,6,10,1,8,55746,1,4,0,0,1,0,1,2,0,0,0,0
92,19,0.545212198763062,70,10,4,1,2,156,0,0,0,0,0,0,0,0,0,0,0,0
34,28,0.545212198763062,19,0,4,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0
26,19,0.545212198763062,13,0,1,1,20443,19791,1,297,100,100,1,1,1,908,1,1,1,1
28,21,0.545212198763062,15,0,1,1,527,9381,1,77,100,100,0,1,1,50,0,1,1,1
22,15,0.545212198763062,9,0,1,1,6225,89211,1,635,100,100,1,1,1,319,1,1,1,1
31,24,0.545212198763062,20,2,2,0,15,155,1,0,0,0,0,0,1,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,2520,3509,1,259,100,100,0,0,1,69,1,1,1,1
29,22,0.545212198763062,16,0,1,1,529,1860,1,28,100,100,0,1,1,64,1,0,1,1
21,15,0.545212198763062,8,0,2,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0
72,16,0.545212198763062,47,8,9,1,24,29149,1,4,0,0,1,0,1,2,0,0,1,0
31,24,0.545212198763062,18,0,1,1,856,773,1,168,100,100,1,1,1,39,1,1,1,1
45,36,0.545212198763062,31,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
22,16,0.545212198763062,10,0,1,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0
30,23,0.545212198763062,21,0,2,0,15,155,1,0,100,100,0,0,1,0,0,0,0,0
34,25,0.545212198763062,16,6,4,1,271,20523,1,5,0,0,1,0,1,31,0,0,0,0
26,20,0.545212198763062,14,0,1,0,9,212,0,2,0,0,0,0,0,0,0,0,0,0
20,14,0.545212198763062,6,2,1,0,14,675,1,0,100,100,0,0,0,2,1,0,0,0
29,22,0.545212198763062,16,0,1,1,191,194,1,39,100,100,1,0,1,24,1,0,0,1
26,19,0.545212198763062,13,0,1,1,806,294,1,5,100,100,0,0,0,9,1,0,1,1
22,16,0.545212198763062,10,0,1,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
38,29,0.545212198763062,26,0,4,1,11,1666,1,1,0,0,1,0,0,4,0,0,0,0
23,16,0.545212198763062,10,0,1,1,5470,29699,1,449,100,100,1,0,1,85,1,1,1,1
26,20,0.545212198763062,14,0,1,0,9,71,1,0,100,100,0,0,0,0,0,0,0,0
25,19,0.545212198763062,12,0,2,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0
45,25,0.545212198763062,34,0,3,1,64,151,1,4,0,0,0,1,1,10,1,0,0,0
27,20,0.545212198763062,14,0,1,1,293,297,1,4,100,100,0,0,0,25,1,1,0,1
25,18,0.545212198763062,12,0,1,1,512,9381,1,235,100,100,0,1,1,130,1,1,1,1
29,21,0.545212198763062,19,0,2,1,26,129,0,0,0,0,0,0,0,0,0,0,0,0
50,15,0.545212198763062,38,0,4,1,9,100,1,2,0,100,0,0,0,0,0,0,0,0
37,27,0.545212198763062,24,0,2,0,35,126,1,0,0,100,0,1,1,1,0,0,0,0
32,25,0.545212198763062,19,0,1,1,1318,17055,1,305,100,100,0,1,1,76,0,1,1,1
38,21,0.545212198763062,25,0,5,1,64,151,1,4,0,0,0,1,1,10,1,0,0,0
22,16,0.545212198763062,10,0,1,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,2561,36376,1,177,100,100,1,0,1,73,1,1,1,1
22,15,0.545212198763062,9,0,1,1,1335,969,1,76,100,100,1,1,1,11,1,0,0,1
30,23,0.545212198763062,17,0,1,1,621,11228,1,246,100,100,1,1,1,177,0,0,0,1
32,25,0.545212198763062,19,0,1,1,4198,12528,1,230,0,0,0,1,1,39,1,1,1,1
23,17,0.545212198763062,11,0,1,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
28,22,0.545212198763062,16,0,1,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,214,463,1,10,100,100,1,0,1,20,1,1,1,1
29,22,0.545212198763062,16,0,1,1,1814,2703,1,326,100,100,1,1,1,90,1,1,0,1
21,14,0.545212198763062,8,0,1,1,2011,17479,1,497,100,100,0,1,1,85,0,1,1,1
30,23,0.545212198763062,16,0,2,1,1293,2260,1,517,100,100,1,0,1,48,1,0,1,1
35,26,0.545212198763062,24,0,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
22,15,0.545212198763062,8,1,2,0,31,115,1,0,100,100,0,0,0,0,0,0,0,0
52,43,0.545212198763062,28,10,6,1,9,102,0,0,2.564102564,2.564102564,0,0,0,0,0,0,0,0
35,28,0.545212198763062,22,0,1,1,583,9381,1,98,100,100,1,1,1,91,1,1,1,1
35,26,0.545212198763062,20,3,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
52,45,0.545212198763062,31,4,6,0,3,266,0,0,0,0,0,0,0,0,0,0,0,0
20,13,0.545212198763062,7,0,1,1,1338,2560,1,78,100,100,0,0,0,97,1,0,1,1
36,12,0.545212198763062,22,3,4,0,154,155,1,0,0,0,1,0,1,1,0,0,0,0
25,18,0.545212198763062,12,0,1,1,5426,10731,1,421,100,100,0,1,1,165,1,1,1,1
29,22,0.545212198763062,16,0,1,1,289,353,1,30,100,100,1,0,1,16,1,0,1,1
22,15,0.545212198763062,7,3,1,0,9,37,1,0,100,100,0,0,0,0,0,0,0,0
31,18,0.545212198763062,20,0,3,1,2,39,0,0,0,0,0,0,0,0,0,0,0,0
24,18,0.545212198763062,12,0,1,0,14,62,0,0,0,0,0,0,0,0,0,0,0,0
23,16,0.545212198763062,10,0,1,1,454,859,1,17,100,100,1,1,1,32,1,1,1,1
27,20,0.545212198763062,14,0,1,1,1060,8047,1,278,100,100,1,1,1,44,1,1,1,1
48,19,0.545212198763062,28,3,6,0,2,54,0,0,0,3.571428571,0,0,0,0,0,0,0,0
31,24,0.545212198763062,18,0,1,1,974,16101,1,84,100,100,1,1,1,12,1,0,1,1
24,17,0.545212198763062,11,0,1,1,5834,5895,1,175,100,100,0,0,1,29,1,1,1,1
19,12,0.545212198763062,6,0,1,1,1654,1334,1,117,100,100,1,0,1,83,1,1,1,1
24,17,0.545212198763062,11,0,1,1,980,3110,1,145,100,100,1,1,1,31,1,1,1,1
27,21,0.545212198763062,14,0,2,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0
23,16,0.545212198763062,10,0,1,1,1435,3802,1,427,100,100,1,0,1,43,1,1,1,1
27,20,0.545212198763062,14,0,1,1,2219,3676,1,175,100,100,1,0,1,95,1,1,1,1
26,19,0.545212198763062,13,0,1,1,111,325,1,16,100,100,0,0,0,15,1,0,1,1
26,19,0.545212198763062,13,0,1,1,821,1350,1,37,100,100,1,0,1,30,1,1,0,1
41,34,0.545212198763062,28,0,1,1,945,14588,1,83,100,100,0,0,1,29,1,1,1,1
34,26,0.545212198763062,21,3,2,1,50,89,1,1,0,0,0,0,1,0,1,0,0,0
38,29,0.545212198763062,26,0,4,1,2,600,1,1,0,0,1,0,1,2,0,0,0,0
30,23,0.545212198763062,18,0,1,0,121,132,1,0,100,100,0,0,1,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,3980,31027,1,132,100,100,1,0,1,109,1,1,0,1
49,17,0.545212198763062,36,0,5,1,197,504,1,3,0,0,0,0,0,6,0,0,1,0
24,17,0.545212198763062,11,0,1,1,4744,378,1,316,100,100,1,0,1,81,0,1,1,1
26,19,0.545212198763062,13,0,1,1,186,893,1,34,100,100,0,0,0,7,0,0,1,1
35,28,0.545212198763062,22,0,1,1,516,1047,1,56,0,0,0,0,1,65,1,1,1,1
34,25,0.545212198763062,16,6,4,1,271,19696,1,5,0,0,1,0,1,31,0,0,0,0
25,19,0.545212198763062,13,0,1,0,2,863,0,2,0,0,0,0,1,1,0,0,0,0
26,19,0.545212198763062,13,0,1,1,522,430,1,25,100,100,0,1,1,29,1,1,1,1
62,16,0.545212198763062,46,1,7,1,26,26439,1,6,0,0,1,0,1,2,0,0,1,0
22,15,0.545212198763062,9,0,1,1,363,3425,1,98,100,100,1,1,1,36,1,1,1,1
24,17,0.545212198763062,11,0,1,1,800,486,1,64,100,100,0,0,1,45,1,1,0,1
34,25,0.545212198763062,20,1,5,1,88,2841,1,1,0,0,0,1,1,1,0,0,0,0
45,36,0.545212198763062,31,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,527,4603,1,38,100,100,0,0,1,47,1,1,1,1
31,24,0.545212198763062,18,0,1,1,411,1406,1,46,100,100,1,0,1,21,0,1,1,1
27,20,0.545212198763062,14,0,1,1,325,943,1,57,100,100,1,0,0,44,0,1,0,1
33,26,0.545212198763062,20,0,1,1,568,9381,1,371,100,100,0,1,1,45,1,1,1,1
22,16,0.545212198763062,10,0,1,0,3,162,0,0,0,0,0,0,0,0,0,0,0,0
26,19,0.545212198763062,12,0,2,1,448,352,1,40,100,100,0,0,1,31,1,1,1,1
28,21,0.545212198763062,15,0,1,1,412,1988,1,27,100,100,0,0,0,25,0,1,1,1
25,18,0.545212198763062,12,0,1,1,5721,9541,1,414,100,100,1,1,1,197,1,1,1,1
22,15,0.545212198763062,9,0,1,1,3770,9385,1,71,100,100,0,0,1,86,1,1,1,1
33,25,0.545212198763062,16,6,3,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,917,9381,1,141,100,100,0,1,1,40,1,1,1,1
25,18,0.545212198763062,12,0,1,1,2889,9632,1,811,100,100,0,0,0,640,0,1,1,1
33,25,0.545212198763062,23,0,2,1,13,73,1,1,0,0,0,0,0,0,0,0,0,0
76,28,0.545212198763062,58,6,4,1,13,125,1,2,0,0,0,0,0,0,0,0,0,0
27,21,0.545212198763062,15,0,1,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0
24,17,0.545212198763062,11,0,1,1,704,1743,1,101,100,100,0,0,0,22,0,0,0,1
25,18,0.545212198763062,12,0,1,1,7452,46435,1,658,100,100,0,0,1,170,1,1,1,1
31,24,0.545212198763062,18,0,1,1,808,22498,1,208,0,0,1,1,0,187,1,1,1,1
33,26,0.545212198763062,20,0,1,1,4632,45789,1,96,100,100,0,0,1,78,1,1,1,1
32,25,0.545212198763062,19,0,1,1,1058,9609,1,418,100,100,1,1,1,60,1,1,1,1
87,11,0.545212198763062,65,8,6,1,2,143,0,0,0,0,0,0,0,0,0,0,0,0
20,13,0.545212198763062,7,0,1,1,765,2997,1,533,100,100,0,0,1,247,1,0,1,1
26,19,0.545212198763062,13,0,1,1,3596,812,1,294,100,100,0,1,1,178,1,1,1,1
20,12,0.545212198763062,5,6,2,0,4,60,0,2,0,0,0,0,0,0,0,0,0,0
39,30,0.545212198763062,27,0,4,1,13,73,1,1,0,0,0,0,0,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,840,4735,1,285,100,100,1,1,1,68,1,1,1,1
23,16,0.545212198763062,10,0,1,1,585,353,1,107,100,100,1,0,1,66,1,1,0,1
25,19,0.545212198763062,12,0,2,0,93,248,1,1,100,100,0,0,0,1,0,0,0,0
28,21,0.545212198763062,15,0,1,1,614,10028,1,127,100,100,0,1,1,41,1,0,1,1
35,27,0.545212198763062,25,0,2,1,2,44,0,0,0,0,0,0,0,0,0,0,0,0
20,13,0.545212198763062,7,0,1,1,580,333,1,60,100,100,0,0,1,49,1,1,1,1
33,26,0.545212198763062,20,0,1,1,8701,9641,1,355,100,100,1,1,1,83,0,1,1,1
34,27,0.545212198763062,21,0,1,1,159,1992,1,37,100,100,0,0,0,22,1,0,1,1
26,19,0.545212198763062,13,0,1,1,566,5988,1,17,100,100,1,0,0,14,0,0,1,1
28,21,0.545212198763062,14,0,2,1,7568,15091,1,655,100,100,1,0,1,187,1,1,1,1
33,26,0.545212198763062,20,0,1,1,681,1820,1,164,100,100,1,0,0,26,0,1,1,1
34,27,0.545212198763062,21,0,1,1,2382,14357,1,86,100,100,1,0,1,36,1,1,1,1
35,26,0.545212198763062,23,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,362,1358,1,98,100,100,1,0,0,21,0,0,0,1
31,24,0.545212198763062,18,0,1,1,1055,4256,1,121,100,100,0,0,1,51,1,1,1,1
32,25,0.545212198763062,19,0,1,1,487,5568,1,44,0,0,0,0,1,63,0,0,1,1
26,20,0.545212198763062,14,0,1,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,406,417,1,125,100,100,1,1,1,60,1,0,1,1
41,32,0.545212198763062,28,1,4,1,112,55808,1,1,0,0,0,0,1,0,0,0,0,0
31,11,0.545212198763062,21,0,2,1,13,171,1,2,0,94.73684211,0,0,0,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,782,1447,1,122,100,100,1,1,0,49,1,1,1,1
30,23,0.545212198763062,17,0,1,1,1207,628,1,191,100,100,0,0,1,45,0,1,1,1
34,25,0.545212198763062,16,6,4,1,271,20471,1,5,0,0,1,0,1,31,0,0,0,0
28,21,0.545212198763062,15,0,1,1,767,1297,1,120,100,100,0,1,1,44,1,0,1,1
24,17,0.545212198763062,11,0,1,1,2922,8047,1,743,100,100,1,1,1,125,1,1,1,1
23,16,0.545212198763062,10,0,1,1,286,283,1,67,100,100,0,1,1,34,0,1,1,1
34,27,0.545212198763062,21,0,1,1,2555,15308,1,124,0,0,1,0,1,37,1,1,0,1
30,23,0.545212198763062,17,0,1,1,688,7729,1,227,100,100,0,1,1,45,1,0,1,1
24,17,0.545212198763062,11,0,1,1,126798,56330,1,5530,100,100,1,1,1,1095,1,1,1,1
33,25,0.545212198763062,18,4,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
38,29,0.545212198763062,27,0,3,1,11,66,1,1,0,0,0,0,0,0,0,0,0,0
50,36,0.545212198763062,31,2,6,0,9,102,1,2,0,0,0,0,0,0,0,0,0,0
21,14,0.545212198763062,8,0,1,1,5005,3062,1,926,100,100,0,0,1,160,1,1,1,1
26,19,0.545212198763062,13,0,1,1,1352,11440,1,224,100,100,1,0,1,65,1,1,1,1
28,21,0.545212198763062,15,0,1,1,2528,9381,1,337,100,100,0,1,1,201,1,1,1,1
24,17,0.545212198763062,11,0,1,1,2704,2677,1,54,100,100,0,0,1,33,1,0,1,1
25,18,0.545212198763062,12,0,1,1,877,9381,1,382,100,100,1,1,0,53,1,1,1,1
30,23,0.545212198763062,13,4,1,1,285,385,1,24,100,100,0,0,1,35,0,1,1,1
26,19,0.545212198763062,13,0,1,1,792,2194,1,109,0,0,1,1,1,66,1,1,1,1
85,76,0.545212198763062,64,8,5,1,2,156,0,0,0,0,0,0,0,0,0,0,0,0
21,14,0.545212198763062,8,0,1,1,1023,7320,1,42,100,100,1,0,1,59,1,0,1,1
26,19,0.545212198763062,13,0,1,1,3577,8047,1,845,100,100,1,1,1,159,1,1,1,1
28,21,0.545212198763062,15,0,1,1,240,8047,1,78,100,100,1,1,1,37,1,1,1,1
61,24,0.545212198763062,47,0,6,1,9,84,1,0,0,0,0,0,0,0,0,0,0,0
45,36,0.545212198763062,19,12,6,1,68,80,1,1,0,0,0,0,0,0,0,0,0,0
45,36,0.545212198763062,31,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
46,40,0.545212198763062,34,0,1,0,9,53,1,0,100,100,0,0,0,0,0,0,0,0
22,15,0.545212198763062,9,0,1,1,1636,15994,1,270,100,100,1,0,1,70,1,1,1,1
22,15,0.545212198763062,9,0,1,1,598,12936,1,168,100,100,0,1,1,22,1,0,0,1
24,18,0.545212198763062,10,1,2,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,794,874,1,24,100,100,0,0,1,17,1,0,1,1
25,17,0.545212198763062,15,0,3,0,9,50,1,0,100,100,0,0,0,0,0,0,0,0
29,22,0.545212198763062,16,0,1,1,475,2476,1,150,100,100,1,0,1,49,1,1,1,1
24,17,0.545212198763062,11,0,1,1,686,5949,1,42,100,100,1,0,1,51,0,1,1,1
30,23,0.545212198763062,17,0,1,1,3633,3970,1,139,100,100,0,0,1,144,1,0,1,1
26,19,0.545212198763062,13,0,1,1,2178,505,1,91,100,100,1,0,1,16,1,0,1,1
27,20,0.545212198763062,14,0,1,1,547,1014,1,45,100,100,0,1,1,24,0,0,0,1
24,17,0.545212198763062,11,0,1,1,131,156,1,21,100,100,0,0,1,10,1,0,0,1
35,28,0.545212198763062,22,0,1,1,855,994,1,42,100,100,0,0,1,46,1,1,1,1
28,21,0.545212198763062,15,0,1,1,16413,100000,1,567,84.61538462,84.61538462,0,0,1,102,1,1,1,1
33,27,0.545212198763062,19,1,2,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0
25,18,0.545212198763062,12,0,1,1,570,948,1,19,100,100,1,1,1,46,1,1,0,1
26,19,0.545212198763062,13,0,1,1,1165,2030,1,136,100,100,0,1,1,53,1,1,0,1
29,22,0.545212198763062,15,0,2,1,1148,619,1,145,100,100,1,0,1,121,1,1,1,1
27,20,0.545212198763062,14,0,1,1,1710,32999,1,242,100,100,0,1,1,121,1,1,1,1
30,22,0.545212198763062,20,0,2,1,2,39,0,0,0,0,0,0,0,0,0,0,0,0
23,16,0.545212198763062,10,0,1,1,1980,3983,1,109,100,100,1,0,1,71,1,1,1,1
27,21,0.545212198763062,15,0,1,0,2,2826,1,2,100,100,0,0,1,1,0,0,0,0
25,18,0.545212198763062,12,0,1,1,235,376,1,33,100,100,1,1,1,23,1,1,0,1
28,22,0.545212198763062,16,0,1,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0
19,12,0.545212198763062,6,0,1,1,983,9093,1,81,100,100,1,0,1,24,1,1,1,1
22,15,0.545212198763062,9,0,1,1,1154,5217,1,109,100,100,0,0,1,87,1,1,1,1
24,17,0.545212198763062,12,0,1,0,31,115,1,0,100,100,0,0,0,0,0,0,0,0
40,32,0.545212198763062,30,0,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
23,16,0.545212198763062,10,0,1,1,395,2049,1,29,100,100,0,0,0,19,1,0,0,1
33,26,0.545212198763062,20,0,1,1,680,11093,1,101,100,100,0,1,1,37,1,0,1,1
24,17,0.545212198763062,11,0,1,1,1003,9381,1,326,100,100,0,1,1,72,0,1,1,1
35,28,0.545212198763062,22,0,1,1,431,8450,1,96,100,100,1,1,1,35,1,0,1,1
23,16,0.545212198763062,10,0,1,1,4188,16087,1,395,100,100,0,1,1,123,1,1,1,1
26,19,0.545212198763062,13,0,1,1,2222,2677,1,62,100,100,0,0,1,71,1,1,1,1
32,25,0.545212198763062,19,0,1,1,369,2501,1,93,100,100,0,1,1,23,0,0,0,1
24,18,0.545212198763062,11,0,2,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0
17,11,0.545212198763062,3,2,1,0,9,77,1,1,100,100,0,0,0,0,0,0,0,0
34,27,0.545212198763062,21,0,1,1,375,1450,1,116,89.47368421,89.47368421,0,1,0,30,1,0,1,1
238,26,0.545212198763062,168,25,37,1,98,292,1,0,0,0,0,0,0,0,0,0,0,0
20,13,0.545212198763062,7,0,1,1,478,3910,1,295,100,100,1,1,1,60,1,0,1,1
34,27,0.545212198763062,21,0,1,1,2461,1079,1,115,100,100,1,0,1,56,1,1,1,1
27,17,0.545212198763062,18,0,2,0,9,78,1,2,0,100,0,0,0,0,0,0,0,0
45,30,0.545212198763062,31,0,6,1,35,126,1,0,0,0,0,1,1,1,0,0,0,0
26,19,0.545212198763062,13,0,1,1,1150,9381,1,348,100,100,1,1,1,78,1,1,1,1
29,22,0.545212198763062,15,1,1,1,366,12963,1,135,100,100,1,1,1,53,0,1,1,1
31,24,0.545212198763062,18,0,1,1,263,348,1,7,100,100,0,0,1,29,1,1,1,1
25,18,0.545212198763062,13,0,1,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0
22,15,0.545212198763062,8,1,2,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0
